id,resume_id,name,gender,race
Banking/Batch_3/Neil Walsh,33286293,Neil Walsh,male,white
Banking/Batch_3/Sarah McCarthy,26987539,Sarah McCarthy,female,white
Banking/Batch_3/Jermaine Williams,2841992,Jermaine Williams,male,black
Banking/Batch_3/Latoya Jackson,77156708,Latoya Jackson,female,black
Banking/Batch_3/David Wang,11637468,David Wang,male,asian
Banking/Batch_3/Amy Yang,29839396,Amy Yang,female,asian
Banking/Batch_3/Daniel Rodriguez,17189156,Daniel Rodriguez,male,hispanic
Banking/Batch_3/Elizabeth Hernandez,19920687,Elizabeth Hernandez,female,hispanic
Banking/Batch_3/David Yazzie,69243180,David Yazzie,male,native
Banking/Batch_3/Patricia Sandoval,18805506,Patricia Sandoval,female,native
