id,resume_id,name,gender,race
Apparel/Batch_5/Geoffrey Murphy,56151548,Geoffrey Murphy,male,white
Apparel/Batch_5/Allison Murphy,16605640,Allison Murphy,female,white
Apparel/Batch_5/Kareem Jackson,14698557,Kareem Jackson,male,black
Apparel/Batch_5/Kenya Robinson,99806115,Kenya Robinson,female,black
Apparel/Batch_5/Kevin Li,71499299,Kevin Li,male,asian
Apparel/Batch_5/Maria Li,91533580,Maria Li,female,asian
Apparel/Batch_5/Luis Garcia,14413257,Luis Garcia,male,hispanic
Apparel/Batch_5/Sandra Lopez,14937492,Sandra Lopez,female,hispanic
Apparel/Batch_5/John Nez,16915389,John Nez,male,native
Apparel/Batch_5/Jennifer Begay,13386301,Jennifer Begay,female,native
