id,resume_id,name,gender,race
Accountant/Batch_7/Todd Baker,25127518,Todd Baker,male,white
Accountant/Batch_7/Laurie Murphy,21763056,Laurie Murphy,female,white
Accountant/Batch_7/Leroy Jones,15821633,Leroy Jones,male,black
Accountant/Batch_7/Tanisha Jones,25067742,Tanisha Jones,female,black
Accountant/Batch_7/Jason Yang,42487883,Jason Yang,male,asian
Accountant/Batch_7/Grace Wang,24799301,Grace Wang,female,asian
Accountant/Batch_7/Luis Rodriguez,33527446,Luis Rodriguez,male,hispanic
Accountant/Batch_7/Martha Sanchez,12442909,Martha Sanchez,female,hispanic
Accountant/Batch_7/Christopher Benally,63137898,Christopher Benally,male,native
Accountant/Batch_7/Lisa Nez,30361788,Lisa Nez,female,native
