id,resume_id,name,gender,race
Accountant/Batch_12/Neil O’Brien,21338490,Neil O’Brien,male,white
Accountant/Batch_12/Kristen McCarthy,24799301,Kristen McCarthy,female,white
Accountant/Batch_12/Jermaine Williams,27980446,Jermaine Williams,male,black
Accountant/Batch_12/Keisha Williams,53640713,Keisha Williams,female,black
Accountant/Batch_12/John Kim,37997507,John Kim,male,asian
Accountant/Batch_12/Maria Wang,21794875,Maria Wang,female,asian
Accountant/Batch_12/David Sanchez,20393721,David Sanchez,male,hispanic
Accountant/Batch_12/Jennifer Garcia,13294301,Jennifer Garcia,female,hispanic
Accountant/Batch_12/James Yazzie,39115899,James Yazzie,male,native
Accountant/Batch_12/Linda Chee,20253563,Linda Chee,female,native
