id,resume_id,name,gender,race
Teacher/Batch_10/Jay Murphy,28063132,Jay Murphy,male,white
Teacher/Batch_10/Jill Baker,48547319,Jill Baker,female,white
Teacher/Batch_10/Tremayne Williams,45286020,Tremayne Williams,male,black
Teacher/Batch_10/Tanisha Washington,22807104,Tanisha Washington,female,black
Teacher/Batch_10/James Wang,62184086,James Wang,male,asian
Teacher/Batch_10/Amy Li,23628651,Amy Li,female,asian
Teacher/Batch_10/Luis Ramirez,28086303,Luis Ramirez,male,hispanic
Teacher/Batch_10/Maria Ramirez,34745915,Maria Ramirez,female,hispanic
Teacher/Batch_10/James Benally,29486525,James Benally,male,native
Teacher/Batch_10/Patricia Chee,35421497,Patricia Chee,female,native
