id,resume_id,name,gender,race
Banking/Batch_1/Neil Murphy,17189156,Neil Murphy,male,white
Banking/Batch_1/Sarah Walsh,26579709,Sarah Walsh,female,white
Banking/Batch_1/Rasheed Williams,18208580,Rasheed Williams,male,black
Banking/Batch_1/Keisha Jackson,43375498,Keisha Jackson,female,black
Banking/Batch_1/Joseph Nguyen,17276884,Joseph Nguyen,male,asian
Banking/Batch_1/Sarah Lee,11637468,Sarah Lee,female,asian
Banking/Batch_1/Juan Sanchez,29839396,Juan Sanchez,male,hispanic
Banking/Batch_1/Maria Rodriguez,29093426,Maria Rodriguez,female,hispanic
Banking/Batch_1/Richard Oxendine,12021752,Richard Oxendine,male,native
Banking/Batch_1/Linda Chee,30713796,Linda Chee,female,native
