id,resume_id,name,gender,race
Apparel/Batch_7/Greg Ryan,71499299,Greg Ryan,male,white
Apparel/Batch_7/Emily Walsh,11409460,Emily Walsh,female,white
Apparel/Batch_7/Rasheed Robinson,15479281,Rasheed Robinson,male,black
Apparel/Batch_7/Latonya Williams,20905088,Latonya Williams,female,black
Apparel/Batch_7/John Tran,50324968,John Tran,male,asian
Apparel/Batch_7/Michelle Kim,16391949,Michelle Kim,female,asian
Apparel/Batch_7/Jorge Lopez,28998957,Jorge Lopez,male,hispanic
Apparel/Batch_7/Carmen Sanchez,13807808,Carmen Sanchez,female,hispanic
Apparel/Batch_7/Joseph Oxendine,16915389,Joseph Oxendine,male,native
Apparel/Batch_7/Linda Yazzie,12669075,Linda Yazzie,female,native
