id,resume_id,name,gender,race
Research_Assistant/Batch_13/Neil Baker,43,Neil Baker,male,white
Research_Assistant/Batch_13/Anne Murphy,13,Anne Murphy,female,white
Research_Assistant/Batch_13/Tremayne Jones,2,Tremayne Jones,male,black
Research_Assistant/Batch_13/Tamika Washington,22,Tamika Washington,female,black
Research_Assistant/Batch_13/James Yang,36,James Yang,male,asian
Research_Assistant/Batch_13/Sarah Kim,14,Sarah Kim,female,asian
Research_Assistant/Batch_13/Miguel Sanchez,19,Miguel Sanchez,male,hispanic
Research_Assistant/Batch_13/Maria Gonzalez,18,Maria Gonzalez,female,hispanic
Research_Assistant/Batch_13/James Tsosie,27,James Tsosie,male,native
Research_Assistant/Batch_13/Linda Begay,12,Linda Begay,female,native
