id,resume_id,name,gender,race
Research_Assistant/Batch_6/Matthew Murphy,1,Matthew Murphy,male,white
Research_Assistant/Batch_6/Sarah Kelly,20,Sarah Kelly,female,white
Research_Assistant/Batch_6/Kareem Jones,36,Kareem Jones,male,black
Research_Assistant/Batch_6/Tanisha Jackson,46,Tanisha Jackson,female,black
Research_Assistant/Batch_6/David Le,28,David Le,male,asian
Research_Assistant/Batch_6/Jennifer Li,2,Jennifer Li,female,asian
Research_Assistant/Batch_6/Daniel Lopez,40,Daniel Lopez,male,hispanic
Research_Assistant/Batch_6/Jessica Lopez,31,Jessica Lopez,female,hispanic
Research_Assistant/Batch_6/Christopher Benally,42,Christopher Benally,male,native
Research_Assistant/Batch_6/Elizabeth Sandoval,38,Elizabeth Sandoval,female,native
