id,resume_id,name,gender,race
Apparel/Batch_12/Brad McCarthy,35121930,Brad McCarthy,male,white
Apparel/Batch_12/Carrie Kelly,30344127,Carrie Kelly,female,white
Apparel/Batch_12/Kareem Jones,10182582,Kareem Jones,male,black
Apparel/Batch_12/Latonya Washington,16391949,Latonya Washington,female,black
Apparel/Batch_12/Daniel Kim,14698557,Daniel Kim,male,asian
Apparel/Batch_12/Elizabeth Chen,15479281,Elizabeth Chen,female,asian
Apparel/Batch_12/Juan Sanchez,20905088,Juan Sanchez,male,hispanic
Apparel/Batch_12/Rosa Lopez,50324968,Rosa Lopez,female,hispanic
Apparel/Batch_12/John Sandoval,14937492,John Sandoval,male,native
Apparel/Batch_12/Jessica Yazzie,16915389,Jessica Yazzie,female,native
