id,resume_id,name,gender,race
Banking/Batch_0/Geoffrey Kelly,11065180,Geoffrey Kelly,male,white
Banking/Batch_0/Jill Walsh,87867370,Jill Walsh,female,white
Banking/Batch_0/Rasheed Jones,26579709,Rasheed Jones,male,black
Banking/Batch_0/Aisha Washington,18208580,Aisha Washington,female,black
Banking/Batch_0/Daniel Nguyen,3547447,Daniel Nguyen,male,asian
Banking/Batch_0/Elizabeth Tran,18457785,Elizabeth Tran,female,asian
Banking/Batch_0/Daniel Sanchez,26987539,Daniel Sanchez,male,hispanic
Banking/Batch_0/Maria Lopez,71422121,Maria Lopez,female,hispanic
Banking/Batch_0/Richard Benally,35483925,Richard Benally,male,native
Banking/Batch_0/Michelle Chee,36302399,Michelle Chee,female,native
