id,resume_id,name,gender,race
Accountant/Batch_10/Brendan Kelly,23513618,Brendan Kelly,male,white
Accountant/Batch_10/Laurie McCarthy,23636277,Laurie McCarthy,female,white
Accountant/Batch_10/Rasheed Robinson,25067742,Rasheed Robinson,male,black
Accountant/Batch_10/Latoya Washington,12338274,Latoya Washington,female,black
Accountant/Batch_10/Michael Le,21763056,Michael Le,male,asian
Accountant/Batch_10/Michelle Li,24799301,Michelle Li,female,asian
Accountant/Batch_10/Jose Perez,25127518,Jose Perez,male,hispanic
Accountant/Batch_10/Rosa Hernandez,14470533,Rosa Hernandez,female,hispanic
Accountant/Batch_10/William Nez,20253563,William Nez,male,native
Accountant/Batch_10/Lisa Tsosie,24817041,Lisa Tsosie,female,native
