id,resume_id,name,gender,race
Finance/Batch_12/Brendan Murray,24411323,Brendan Murray,male,white
Finance/Batch_12/Meredith Walsh,48285304,Meredith Walsh,female,white
Finance/Batch_12/Rasheed Williams,22622351,Rasheed Williams,male,black
Finance/Batch_12/Latonya Williams,86549455,Latonya Williams,female,black
Finance/Batch_12/John Wang,24530382,John Wang,male,asian
Finance/Batch_12/Michelle Wang,19147603,Michelle Wang,female,asian
Finance/Batch_12/Jesus Sanchez,23955183,Jesus Sanchez,male,hispanic
Finance/Batch_12/Ana Sanchez,91564103,Ana Sanchez,female,hispanic
Finance/Batch_12/David Sandoval,11441764,David Sandoval,male,native
Finance/Batch_12/Ashley Oxendine,27018361,Ashley Oxendine,female,native
