id,resume_id,name,gender,race
Research_Assistant/Batch_4/Geoffrey O’Brien,45,Geoffrey O’Brien,male,white
Research_Assistant/Batch_4/Anne Kelly,31,Anne Kelly,female,white
Research_Assistant/Batch_4/Hakim Williams,3,Hakim Williams,male,black
Research_Assistant/Batch_4/Aisha Jones,13,Aisha Jones,female,black
Research_Assistant/Batch_4/James Le,2,James Le,male,asian
Research_Assistant/Batch_4/Grace Tran,21,Grace Tran,female,asian
Research_Assistant/Batch_4/Miguel Martinez,29,Miguel Martinez,male,hispanic
Research_Assistant/Batch_4/Rosa Martinez,1,Rosa Martinez,female,hispanic
Research_Assistant/Batch_4/Richard Locklear,40,Richard Locklear,male,native
Research_Assistant/Batch_4/Patricia Oxendine,35,Patricia Oxendine,female,native
