id,resume_id,name,gender,race
Teacher/Batch_11/Matthew Ryan,21773106,Matthew Ryan,male,white
Teacher/Batch_11/Emily Ryan,16270906,Emily Ryan,female,white
Teacher/Batch_11/Jamal Williams,31552617,Jamal Williams,male,black
Teacher/Batch_11/Latonya Williams,37402097,Latonya Williams,female,black
Teacher/Batch_11/Michael Wang,27531694,Michael Wang,male,asian
Teacher/Batch_11/Elizabeth Wang,36569713,Elizabeth Wang,female,asian
Teacher/Batch_11/Miguel Hernandez,66906212,Miguel Hernandez,male,hispanic
Teacher/Batch_11/Martha Ramirez,45286020,Martha Ramirez,female,hispanic
Teacher/Batch_11/John Oxendine,28063132,John Oxendine,male,native
Teacher/Batch_11/Linda Oxendine,28772892,Linda Oxendine,female,native
