id,resume_id,name,gender,race
Research_Assistant/Batch_12/Neil Kelly,36,Neil Kelly,male,white
Research_Assistant/Batch_12/Carrie Murphy,6,Carrie Murphy,female,white
Research_Assistant/Batch_12/Tremayne Jones,13,Tremayne Jones,male,black
Research_Assistant/Batch_12/Kenya Williams,9,Kenya Williams,female,black
Research_Assistant/Batch_12/Michael Li,2,Michael Li,male,asian
Research_Assistant/Batch_12/Michelle Li,29,Michelle Li,female,asian
Research_Assistant/Batch_12/Juan Gonzalez,28,Juan Gonzalez,male,hispanic
Research_Assistant/Batch_12/Rosa Sanchez,1,Rosa Sanchez,female,hispanic
Research_Assistant/Batch_12/Michael Begay,32,Michael Begay,male,native
Research_Assistant/Batch_12/Jessica Chee,19,Jessica Chee,female,native
