id,resume_id,name,gender,race
Accountant/Batch_9/Jay Sullivan,23139819,Jay Sullivan,male,white
Accountant/Batch_9/Anne McCarthy,75286906,Anne McCarthy,female,white
Accountant/Batch_9/Kareem Williams,31602598,Kareem Williams,male,black
Accountant/Batch_9/Ebony Washington,25846894,Ebony Washington,female,black
Accountant/Batch_9/Michael Tran,25127518,Michael Tran,male,asian
Accountant/Batch_9/Amy Nguyen,29456173,Amy Nguyen,female,asian
Accountant/Batch_9/Carlos Ramirez,43685045,Carlos Ramirez,male,hispanic
Accountant/Batch_9/Elizabeth Lopez,12338274,Elizabeth Lopez,female,hispanic
Accountant/Batch_9/William Locklear,27980446,William Locklear,male,native
Accountant/Batch_9/Linda Sandoval,59403481,Linda Sandoval,female,native
