id,resume_id,name,gender,race
Banking/Batch_4/Greg Walsh,18208580,Greg Walsh,male,white
Banking/Batch_4/Emily Walsh,54421668,Emily Walsh,female,white
Banking/Batch_4/Darnell Robinson,29552167,Darnell Robinson,male,black
Banking/Batch_4/Tanisha Jones,15856762,Tanisha Jones,female,black
Banking/Batch_4/Kevin Li,12021752,Kevin Li,male,asian
Banking/Batch_4/Elizabeth Lee,43375498,Elizabeth Lee,female,asian
Banking/Batch_4/Jorge Gonzalez,19920687,Jorge Gonzalez,male,hispanic
Banking/Batch_4/Rosa Hernandez,26579709,Rosa Hernandez,female,hispanic
Banking/Batch_4/Richard Nez,30127072,Richard Nez,male,native
Banking/Batch_4/Linda Benally,71422121,Linda Benally,female,native
