id,resume_id,name,gender,race
Teacher/Batch_9/Brett Kelly,63391085,Brett Kelly,male,white
Teacher/Batch_9/Anne Kelly,12467531,Anne Kelly,female,white
Teacher/Batch_9/Rasheed Washington,16270906,Rasheed Washington,male,black
Teacher/Batch_9/Kenya Williams,66906212,Kenya Williams,female,black
Teacher/Batch_9/John Nguyen,27531694,John Nguyen,male,asian
Teacher/Batch_9/Emily Li,23398843,Emily Li,female,asian
Teacher/Batch_9/Luis Sanchez,96547039,Luis Sanchez,male,hispanic
Teacher/Batch_9/Maria Martinez,31552617,Maria Martinez,female,hispanic
Teacher/Batch_9/James Tsosie,29486525,James Tsosie,male,native
Teacher/Batch_9/Linda Chee,36206485,Linda Chee,female,native
