id,resume_id,name,gender,race
Apparel/Batch_10/Brad Murphy,29521434,Brad Murphy,male,white
Apparel/Batch_10/Allison Murphy,14937492,Allison Murphy,female,white
Apparel/Batch_10/Jamal Jackson,29640922,Jamal Jackson,male,black
Apparel/Batch_10/Lakisha Robinson,10182582,Lakisha Robinson,female,black
Apparel/Batch_10/John Tran,16391949,John Tran,male,asian
Apparel/Batch_10/Elizabeth Kim,23719943,Elizabeth Kim,female,asian
Apparel/Batch_10/Jesus Lopez,13764840,Jesus Lopez,male,hispanic
Apparel/Batch_10/Martha Ramirez,15479281,Martha Ramirez,female,hispanic
Apparel/Batch_10/Joseph Benally,31225895,Joseph Benally,male,native
Apparel/Batch_10/Ashley Oxendine,13418452,Ashley Oxendine,female,native
