id,resume_id,name,gender,race
Banking/Batch_9/Geoffrey Baker,11637468,Geoffrey Baker,male,white
Banking/Batch_9/Laurie O’Brien,21856577,Laurie O’Brien,female,white
Banking/Batch_9/Tremayne Robinson,38897568,Tremayne Robinson,male,black
Banking/Batch_9/Ebony Jackson,21645690,Ebony Jackson,female,black
Banking/Batch_9/Kevin Wang,11065180,Kevin Wang,male,asian
Banking/Batch_9/Emily Chen,17276884,Emily Chen,female,asian
Banking/Batch_9/David Sanchez,34758680,David Sanchez,male,hispanic
Banking/Batch_9/Jennifer Lopez,29839396,Jennifer Lopez,female,hispanic
Banking/Batch_9/John Locklear,13393401,John Locklear,male,native
Banking/Batch_9/Elizabeth Tsosie,18805506,Elizabeth Tsosie,female,native
