id,resume_id,name,gender,race
Apparel/Batch_0/Brad Baker,13418452,Brad Baker,male,white
Apparel/Batch_0/Allison Kelly,13807808,Allison Kelly,female,white
Apparel/Batch_0/Hakim Washington,99806115,Hakim Washington,male,black
Apparel/Batch_0/Tamika Jackson,56151548,Tamika Jackson,female,black
Apparel/Batch_0/John Tran,23719943,John Tran,male,asian
Apparel/Batch_0/Jessica Lee,21807211,Jessica Lee,female,asian
Apparel/Batch_0/Miguel Sanchez,27099856,Miguel Sanchez,male,hispanic
Apparel/Batch_0/Ana Perez,11409460,Ana Perez,female,hispanic
Apparel/Batch_0/James Locklear,12669075,James Locklear,male,native
Apparel/Batch_0/Michelle Oxendine,16391949,Michelle Oxendine,female,native
