id,resume_id,name,gender,race
Apparel/Batch_11/Jay O’Brien,14413257,Jay O’Brien,male,white
Apparel/Batch_11/Kristen Sullivan,72807293,Kristen Sullivan,female,white
Apparel/Batch_11/Tyrone Jackson,35121930,Tyrone Jackson,male,black
Apparel/Batch_11/Aisha Williams,26046878,Aisha Williams,female,black
Apparel/Batch_11/Kevin Lee,19070271,Kevin Lee,male,asian
Apparel/Batch_11/Grace Wang,26691587,Grace Wang,female,asian
Apparel/Batch_11/Daniel Lopez,24533931,Daniel Lopez,male,hispanic
Apparel/Batch_11/Maria Lopez,91533580,Maria Lopez,female,hispanic
Apparel/Batch_11/John Benally,27091280,John Benally,male,native
Apparel/Batch_11/Jessica Yazzie,12860543,Jessica Yazzie,female,native
