id,resume_id,name,gender,race
Teacher/Batch_7/Greg McCarthy,35421497,Greg McCarthy,male,white
Teacher/Batch_7/Kristen O’Brien,34745915,Kristen O’Brien,female,white
Teacher/Batch_7/Hakim Robinson,28772892,Hakim Robinson,male,black
Teacher/Batch_7/Aisha Williams,13855004,Aisha Williams,female,black
Teacher/Batch_7/Andrew Li,22510753,Andrew Li,male,asian
Teacher/Batch_7/Emily Tran,13087952,Emily Tran,female,asian
Teacher/Batch_7/Luis Gonzalez,29486525,Luis Gonzalez,male,hispanic
Teacher/Batch_7/Sandra Hernandez,28013287,Sandra Hernandez,female,hispanic
Teacher/Batch_7/Richard Benally,45286020,Richard Benally,male,native
Teacher/Batch_7/Ashley Yazzie,66906212,Ashley Yazzie,female,native
