id,resume_id,name,gender,race
Research_Assistant/Batch_5/Geoffrey Walsh,4,Geoffrey Walsh,male,white
Research_Assistant/Batch_5/Jill Murray,5,Jill Murray,female,white
Research_Assistant/Batch_5/Jamal Jones,35,Jamal Jones,male,black
Research_Assistant/Batch_5/Ebony Williams,49,Ebony Williams,female,black
Research_Assistant/Batch_5/Daniel Li,12,Daniel Li,male,asian
Research_Assistant/Batch_5/Jennifer Li,45,Jennifer Li,female,asian
Research_Assistant/Batch_5/Jose Lopez,42,Jose Lopez,male,hispanic
Research_Assistant/Batch_5/Jessica Gonzalez,43,Jessica Gonzalez,female,hispanic
Research_Assistant/Batch_5/William Nez,25,William Nez,male,native
Research_Assistant/Batch_5/Linda Chee,40,Linda Chee,female,native
