id,resume_id,name,gender,race
Accountant/Batch_11/Brett Walsh,21338490,Brett Walsh,male,white
Accountant/Batch_11/Meredith Murphy,29456173,Meredith Murphy,female,white
Accountant/Batch_11/Hakim Jackson,13491889,Hakim Jackson,male,black
Accountant/Batch_11/Keisha Jackson,25462793,Keisha Jackson,female,black
Accountant/Batch_11/Joseph Chen,37997506,Joseph Chen,male,asian
Accountant/Batch_11/Elizabeth Chen,20253563,Elizabeth Chen,female,asian
Accountant/Batch_11/Jorge Lopez,15821633,Jorge Lopez,male,hispanic
Accountant/Batch_11/Maria Perez,11163645,Maria Perez,female,hispanic
Accountant/Batch_11/James Yazzie,21794875,James Yazzie,male,native
Accountant/Batch_11/Lisa Yazzie,63137898,Lisa Yazzie,female,native
