id,resume_id,name,gender,race
Banking/Batch_7/Brendan Baker,26579709,Brendan Baker,male,white
Banking/Batch_7/Kristen Murray,30713796,Kristen Murray,female,white
Banking/Batch_7/Jamal Robinson,13982572,Jamal Robinson,male,black
Banking/Batch_7/Latoya Robinson,45167858,Latoya Robinson,female,black
Banking/Batch_7/Michael Chen,26987539,Michael Chen,male,asian
Banking/Batch_7/Grace Yang,15856762,Grace Yang,female,asian
Banking/Batch_7/Jorge Gonzalez,21856577,Jorge Gonzalez,male,hispanic
Banking/Batch_7/Sandra Gonzalez,89049979,Sandra Gonzalez,female,hispanic
Banking/Batch_7/James Sandoval,11065180,James Sandoval,male,native
Banking/Batch_7/Ashley Oxendine,27120528,Ashley Oxendine,female,native
