id,resume_id,name,gender,race
Finance/Batch_1/Brett Sullivan,91564103,Brett Sullivan,male,white
Finance/Batch_1/Sarah McCarthy,16426777,Sarah McCarthy,female,white
Finance/Batch_1/Jermaine Washington,14722634,Jermaine Washington,male,black
Finance/Batch_1/Tamika Jones,28398216,Tamika Jones,female,black
Finance/Batch_1/John Le,17775916,John Le,male,asian
Finance/Batch_1/Emily Le,24411323,Emily Le,female,asian
Finance/Batch_1/Luis Gonzalez,37931076,Luis Gonzalez,male,hispanic
Finance/Batch_1/Jennifer Rodriguez,84356308,Jennifer Rodriguez,female,hispanic
Finance/Batch_1/Joseph Tsosie,26767199,Joseph Tsosie,male,native
Finance/Batch_1/Mary Begay,22720697,Mary Begay,female,native
