id,resume_id,name,gender,race
Finance/Batch_10/Todd Ryan,25497147,Todd Ryan,male,white
Finance/Batch_10/Kristen Murray,14413148,Kristen Murray,female,white
Finance/Batch_10/Tyrone Williams,33685988,Tyrone Williams,male,black
Finance/Batch_10/Kenya Jackson,84356308,Kenya Jackson,female,black
Finance/Batch_10/Kevin Kim,76454959,Kevin Kim,male,asian
Finance/Batch_10/Grace Lee,11490673,Grace Lee,female,asian
Finance/Batch_10/Daniel Sanchez,24411323,Daniel Sanchez,male,hispanic
Finance/Batch_10/Jessica Lopez,28623782,Jessica Lopez,female,hispanic
Finance/Batch_10/Joseph Tsosie,11877150,Joseph Tsosie,male,native
Finance/Batch_10/Ashley Locklear,26767199,Ashley Locklear,female,native
