id,resume_id,name,gender,race
Banking/Batch_5/Brad Kelly,13982572,Brad Kelly,male,white
Banking/Batch_5/Emily Kelly,3547447,Emily Kelly,female,white
Banking/Batch_5/Tremayne Jackson,17189156,Tremayne Jackson,male,black
Banking/Batch_5/Aisha Williams,22615491,Aisha Williams,female,black
Banking/Batch_5/Michael Le,29839396,Michael Le,male,asian
Banking/Batch_5/Amy Chen,21297521,Amy Chen,female,asian
Banking/Batch_5/Luis Martinez,45167858,Luis Martinez,male,hispanic
Banking/Batch_5/Jessica Rodriguez,36302399,Jessica Rodriguez,female,hispanic
Banking/Batch_5/Christopher Tsosie,18208580,Christopher Tsosie,male,native
Banking/Batch_5/Michelle Benally,33286293,Michelle Benally,female,native
