id,resume_id,name,gender,race
Teacher/Batch_4/Jay Murphy,34745915,Jay Murphy,male,white
Teacher/Batch_4/Jill Murray,96547039,Jill Murray,female,white
Teacher/Batch_4/Jamal Washington,62184086,Jamal Washington,male,black
Teacher/Batch_4/Latonya Washington,74816727,Latonya Washington,female,black
Teacher/Batch_4/Joseph Chen,63391085,Joseph Chen,male,asian
Teacher/Batch_4/Jessica Wang,19918523,Jessica Wang,female,asian
Teacher/Batch_4/David Gonzalez,13855004,David Gonzalez,male,hispanic
Teacher/Batch_4/Maria Lopez,16210888,Maria Lopez,female,hispanic
Teacher/Batch_4/William Oxendine,21773106,William Oxendine,male,native
Teacher/Batch_4/Jennifer Yazzie,16270906,Jennifer Yazzie,female,native
