id,resume_id,name,gender,race
Apparel/Batch_1/Todd Kelly,27099856,Todd Kelly,male,white
Apparel/Batch_1/Carrie O’Brien,31225895,Carrie O’Brien,female,white
Apparel/Batch_1/Jamal Washington,27694040,Jamal Washington,male,black
Apparel/Batch_1/Latonya Jackson,21807211,Latonya Jackson,female,black
Apparel/Batch_1/Andrew Wang,27091280,Andrew Wang,male,asian
Apparel/Batch_1/Sarah Le,13386301,Sarah Le,female,asian
Apparel/Batch_1/Jose Hernandez,50324968,Jose Hernandez,male,hispanic
Apparel/Batch_1/Jessica Rodriguez,58208591,Jessica Rodriguez,female,hispanic
Apparel/Batch_1/John Benally,17714174,John Benally,male,native
Apparel/Batch_1/Linda Locklear,99806115,Linda Locklear,female,native
