id,resume_id,name,gender,race
Teacher/Batch_0/Brett Sullivan,28086303,Brett Sullivan,male,white
Teacher/Batch_0/Carrie Kelly,21773106,Carrie Kelly,female,white
Teacher/Batch_0/Rasheed Williams,27531694,Rasheed Williams,male,black
Teacher/Batch_0/Latoya Robinson,29639533,Latoya Robinson,female,black
Teacher/Batch_0/Andrew Kim,22408666,Andrew Kim,male,asian
Teacher/Batch_0/Jennifer Li,36206485,Jennifer Li,female,asian
Teacher/Batch_0/Jorge Gonzalez,34689720,Jorge Gonzalez,male,hispanic
Teacher/Batch_0/Rosa Rodriguez,66906212,Rosa Rodriguez,female,hispanic
Teacher/Batch_0/John Oxendine,22510753,John Oxendine,male,native
Teacher/Batch_0/Linda Chee,96547039,Linda Chee,female,native
