id,resume_id,name,gender,race
Research_Assistant/Batch_3/Jay Walsh,37,Jay Walsh,male,white
Research_Assistant/Batch_3/Carrie McCarthy,47,Carrie McCarthy,female,white
Research_Assistant/Batch_3/Hakim Jones,1,Hakim Jones,male,black
Research_Assistant/Batch_3/Tanisha Washington,31,Tanisha Washington,female,black
Research_Assistant/Batch_3/James Wang,23,James Wang,male,asian
Research_Assistant/Batch_3/Jennifer Tran,42,Jennifer Tran,female,asian
Research_Assistant/Batch_3/Carlos Sanchez,28,Carlos Sanchez,male,hispanic
Research_Assistant/Batch_3/Martha Lopez,26,Martha Lopez,female,hispanic
Research_Assistant/Batch_3/Robert Benally,48,Robert Benally,male,native
Research_Assistant/Batch_3/Jessica Nez,2,Jessica Nez,female,native
