id,resume_id,name,gender,race
Teacher/Batch_3/Todd Ryan,37402097,Todd Ryan,male,white
Teacher/Batch_3/Meredith Kelly,23398843,Meredith Kelly,female,white
Teacher/Batch_3/Tremayne Jones,74816727,Tremayne Jones,male,black
Teacher/Batch_3/Keisha Robinson,28772892,Keisha Robinson,female,black
Teacher/Batch_3/Jason Chen,24791126,Jason Chen,male,asian
Teacher/Batch_3/Jennifer Lee,29267293,Jennifer Lee,female,asian
Teacher/Batch_3/Jorge Ramirez,63391085,Jorge Ramirez,male,hispanic
Teacher/Batch_3/Martha Martinez,13330982,Martha Martinez,female,hispanic
Teacher/Batch_3/James Chee,13087952,James Chee,male,native
Teacher/Batch_3/Mary Oxendine,15899269,Mary Oxendine,female,native
