id,resume_id,name,gender,race
Accountant/Batch_6/Brett Ryan,21763056,Brett Ryan,male,white
Accountant/Batch_6/Carrie Sullivan,24799301,Carrie Sullivan,female,white
Accountant/Batch_6/Rasheed Williams,59403481,Rasheed Williams,male,black
Accountant/Batch_6/Lakisha Washington,30361788,Lakisha Washington,female,black
Accountant/Batch_6/James Wang,15906625,James Wang,male,asian
Accountant/Batch_6/Maria Yang,29456173,Maria Yang,female,asian
Accountant/Batch_6/Juan Sanchez,18132924,Juan Sanchez,male,hispanic
Accountant/Batch_6/Elizabeth Perez,19545827,Elizabeth Perez,female,hispanic
Accountant/Batch_6/Richard Locklear,21794875,Richard Locklear,male,native
Accountant/Batch_6/Jennifer Begay,17407184,Jennifer Begay,female,native
