id,resume_id,name,gender,race
Teacher/Batch_6/Brett Murray,22807104,Brett Murray,male,white
Teacher/Batch_6/Meredith Murray,38750659,Meredith Murray,female,white
Teacher/Batch_6/Tyrone Jones,34465087,Tyrone Jones,male,black
Teacher/Batch_6/Ebony Jackson,36569713,Ebony Jackson,female,black
Teacher/Batch_6/Andrew Chen,28063132,Andrew Chen,male,asian
Teacher/Batch_6/Jessica Tran,29639533,Jessica Tran,female,asian
Teacher/Batch_6/Jose Garcia,29486525,Jose Garcia,male,hispanic
Teacher/Batch_6/Jessica Ramirez,36206485,Jessica Ramirez,female,hispanic
Teacher/Batch_6/James Tsosie,22510753,James Tsosie,male,native
Teacher/Batch_6/Elizabeth Chee,13087952,Elizabeth Chee,female,native
