id,resume_id,name,gender,race
Finance/Batch_13/Brendan Baker,26231609,Brendan Baker,male,white
Finance/Batch_13/Meredith Sullivan,28623782,Meredith Sullivan,female,white
Finance/Batch_13/Jermaine Jones,62850928,Jermaine Jones,male,black
Finance/Batch_13/Tamika Jones,33685988,Tamika Jones,female,black
Finance/Batch_13/Jason Chen,86549455,Jason Chen,male,asian
Finance/Batch_13/Emily Yang,22622351,Emily Yang,female,asian
Finance/Batch_13/Luis Ramirez,24411323,Luis Ramirez,male,hispanic
Finance/Batch_13/Maria Perez,19405513,Maria Perez,female,hispanic
Finance/Batch_13/John Nez,27018361,John Nez,male,native
Finance/Batch_13/Lisa Begay,23955183,Lisa Begay,female,native
