id,resume_id,name,gender,race
Finance/Batch_8/Todd O’Brien,78229715,Todd O’Brien,male,white
Finance/Batch_8/Carrie Murphy,31948488,Carrie Murphy,female,white
Finance/Batch_8/Tyrone Jones,28396458,Tyrone Jones,male,black
Finance/Batch_8/Lakisha Washington,26530575,Lakisha Washington,female,black
Finance/Batch_8/David Li,76454959,David Li,male,asian
Finance/Batch_8/Elizabeth Wang,23955183,Elizabeth Wang,female,asian
Finance/Batch_8/Jose Gonzalez,26231609,Jose Gonzalez,male,hispanic
Finance/Batch_8/Carmen Hernandez,14413148,Carmen Hernandez,female,hispanic
Finance/Batch_8/John Locklear,59938965,John Locklear,male,native
Finance/Batch_8/Linda Begay,26961846,Linda Begay,female,native
