id,resume_id,name,gender,race
Accountant/Batch_4/Geoffrey Baker,20393721,Geoffrey Baker,male,white
Accountant/Batch_4/Emily Kelly,29456173,Emily Kelly,female,white
Accountant/Batch_4/Jamal Williams,13130984,Jamal Williams,male,black
Accountant/Batch_4/Aisha Jackson,23513618,Aisha Jackson,female,black
Accountant/Batch_4/Michael Kim,17407184,Michael Kim,male,asian
Accountant/Batch_4/Michelle Chen,18365791,Michelle Chen,female,asian
Accountant/Batch_4/Jose Perez,24799301,Jose Perez,male,hispanic
Accountant/Batch_4/Jessica Lopez,53640713,Jessica Lopez,female,hispanic
Accountant/Batch_4/Michael Yazzie,75286906,Michael Yazzie,male,native
Accountant/Batch_4/Elizabeth Begay,30361788,Elizabeth Begay,female,native
