id,resume_id,name,gender,race
Finance/Batch_11/Brendan Murray,17775916,Brendan Murray,male,white
Finance/Batch_11/Carrie Walsh,86549455,Carrie Walsh,female,white
Finance/Batch_11/Tyrone Washington,22622351,Tyrone Washington,male,black
Finance/Batch_11/Tanisha Washington,28623782,Tanisha Washington,female,black
Finance/Batch_11/Daniel Kim,37931076,Daniel Kim,male,asian
Finance/Batch_11/Jessica Le,27018361,Jessica Le,female,asian
Finance/Batch_11/Daniel Hernandez,14413148,Daniel Hernandez,male,hispanic
Finance/Batch_11/Jessica Perez,20705888,Jessica Perez,female,hispanic
Finance/Batch_11/John Benally,11877150,John Benally,male,native
Finance/Batch_11/Linda Nez,92524964,Linda Nez,female,native
