id,resume_id,name,gender,race
Research_Assistant/Batch_10/Brad Baker,34,Brad Baker,male,white
Research_Assistant/Batch_10/Carrie Baker,13,Carrie Baker,female,white
Research_Assistant/Batch_10/Jamal Jones,21,Jamal Jones,male,black
Research_Assistant/Batch_10/Latonya Robinson,1,Latonya Robinson,female,black
Research_Assistant/Batch_10/John Li,49,John Li,male,asian
Research_Assistant/Batch_10/Grace Wang,4,Grace Wang,female,asian
Research_Assistant/Batch_10/Jose Perez,35,Jose Perez,male,hispanic
Research_Assistant/Batch_10/Jennifer Sanchez,20,Jennifer Sanchez,female,hispanic
Research_Assistant/Batch_10/William Yazzie,30,William Yazzie,male,native
Research_Assistant/Batch_10/Mary Locklear,31,Mary Locklear,female,native
