id,resume_id,name,gender,race
Research_Assistant/Batch_1/Geoffrey O’Brien,49,Geoffrey O’Brien,male,white
Research_Assistant/Batch_1/Allison O’Brien,36,Allison O’Brien,female,white
Research_Assistant/Batch_1/Darnell Washington,31,Darnell Washington,male,black
Research_Assistant/Batch_1/Ebony Washington,19,Ebony Washington,female,black
Research_Assistant/Batch_1/David Yang,32,David Yang,male,asian
Research_Assistant/Batch_1/Grace Le,17,Grace Le,female,asian
Research_Assistant/Batch_1/David Rodriguez,50,David Rodriguez,male,hispanic
Research_Assistant/Batch_1/Ana Garcia,33,Ana Garcia,female,hispanic
Research_Assistant/Batch_1/Christopher Begay,41,Christopher Begay,male,native
Research_Assistant/Batch_1/Mary Begay,9,Mary Begay,female,native
