id,resume_id,name,gender,race
Finance/Batch_6/Geoffrey Baker,18975686,Geoffrey Baker,male,white
Finance/Batch_6/Anne Kelly,27789372,Anne Kelly,female,white
Finance/Batch_6/Kareem Robinson,24854026,Kareem Robinson,male,black
Finance/Batch_6/Keisha Jackson,27914096,Keisha Jackson,female,black
Finance/Batch_6/David Li,11490673,David Li,male,asian
Finance/Batch_6/Sarah Kim,24411323,Sarah Kim,female,asian
Finance/Batch_6/Miguel Perez,76454959,Miguel Perez,male,hispanic
Finance/Batch_6/Rosa Hernandez,23955183,Rosa Hernandez,female,hispanic
Finance/Batch_6/Richard Locklear,57088974,Richard Locklear,male,native
Finance/Batch_6/Jessica Nez,11877150,Jessica Nez,female,native
