id,resume_id,name,gender,race
Teacher/Batch_5/Neil Sullivan,23628651,Neil Sullivan,male,white
Teacher/Batch_5/Meredith Ryan,36206485,Meredith Ryan,female,white
Teacher/Batch_5/Darnell Jackson,49285644,Darnell Jackson,male,black
Teacher/Batch_5/Keisha Williams,12467531,Keisha Williams,female,black
Teacher/Batch_5/Jason Lee,28772892,Jason Lee,male,asian
Teacher/Batch_5/Jennifer Chen,28063132,Jennifer Chen,female,asian
Teacher/Batch_5/David Perez,13296856,David Perez,male,hispanic
Teacher/Batch_5/Jennifer Martinez,31552617,Jennifer Martinez,female,hispanic
Teacher/Batch_5/Robert Tsosie,29486525,Robert Tsosie,male,native
Teacher/Batch_5/Lisa Nez,48547319,Lisa Nez,female,native
