id,resume_id,name,gender,race
Accountant/Batch_2/Geoffrey Sullivan,17407184,Geoffrey Sullivan,male,white
Accountant/Batch_2/Meredith Baker,19545827,Meredith Baker,female,white
Accountant/Batch_2/Darnell Robinson,21763056,Darnell Robinson,male,black
Accountant/Batch_2/Aisha Williams,75286906,Aisha Williams,female,black
Accountant/Batch_2/Andrew Kim,25846894,Andrew Kim,male,asian
Accountant/Batch_2/Jessica Li,12338274,Jessica Li,female,asian
Accountant/Batch_2/Jesus Perez,20253563,Jesus Perez,male,hispanic
Accountant/Batch_2/Ana Lopez,21338490,Ana Lopez,female,hispanic
Accountant/Batch_2/Richard Begay,14491649,Richard Begay,male,native
Accountant/Batch_2/Linda Benally,14470533,Linda Benally,female,native
