id,resume_id,name,gender,race
Banking/Batch_8/Geoffrey Sullivan,29552167,Geoffrey Sullivan,male,white
Banking/Batch_8/Meredith Walsh,30713796,Meredith Walsh,female,white
Banking/Batch_8/Darnell Jones,21856577,Darnell Jones,male,black
Banking/Batch_8/Lakisha Jackson,70667011,Lakisha Jackson,female,black
Banking/Batch_8/David Chen,26987539,David Chen,male,asian
Banking/Batch_8/Amy Yang,36302399,Amy Yang,female,asian
Banking/Batch_8/Jose Martinez,71422121,Jose Martinez,male,hispanic
Banking/Batch_8/Sandra Ramirez,33286293,Sandra Ramirez,female,hispanic
Banking/Batch_8/Michael Oxendine,26579709,Michael Oxendine,male,native
Banking/Batch_8/Ashley Locklear,18208580,Ashley Locklear,female,native
