id,resume_id,name,gender,race
Banking/Batch_12/Greg Sullivan,24580361,Greg Sullivan,male,white
Banking/Batch_12/Laurie McCarthy,18208580,Laurie McCarthy,female,white
Banking/Batch_12/Tremayne Robinson,39247950,Tremayne Robinson,male,black
Banking/Batch_12/Aisha Jones,11637468,Aisha Jones,female,black
Banking/Batch_12/James Li,29839396,James Li,male,asian
Banking/Batch_12/Grace Tran,29552167,Grace Tran,female,asian
Banking/Batch_12/Carlos Garcia,30713796,Carlos Garcia,male,hispanic
Banking/Batch_12/Elizabeth Garcia,3547447,Elizabeth Garcia,female,hispanic
Banking/Batch_12/William Nez,17189156,William Nez,male,native
Banking/Batch_12/Elizabeth Sandoval,54421668,Elizabeth Sandoval,female,native
