id,resume_id,name,gender,race
Finance/Batch_4/Jay Baker,37931076,Jay Baker,male,white
Finance/Batch_4/Jill Sullivan,23955183,Jill Sullivan,female,white
Finance/Batch_4/Jamal Jones,57088974,Jamal Jones,male,black
Finance/Batch_4/Tanisha Jones,19147603,Tanisha Jones,female,black
Finance/Batch_4/John Lee,70541112,John Lee,male,asian
Finance/Batch_4/Amy Tran,84356308,Amy Tran,female,asian
Finance/Batch_4/Daniel Rodriguez,26231609,Daniel Rodriguez,male,hispanic
Finance/Batch_4/Carmen Hernandez,81677620,Carmen Hernandez,female,hispanic
Finance/Batch_4/Michael Tsosie,78229715,Michael Tsosie,male,native
Finance/Batch_4/Patricia Nez,28398216,Patricia Nez,female,native
