id,resume_id,name,gender,race
Finance/Batch_2/Brendan Ryan,11877150,Brendan Ryan,male,white
Finance/Batch_2/Emily Walsh,81677620,Emily Walsh,female,white
Finance/Batch_2/Rasheed Robinson,84356308,Rasheed Robinson,male,black
Finance/Batch_2/Tanisha Williams,11441764,Tanisha Williams,female,black
Finance/Batch_2/Jason Nguyen,24411323,Jason Nguyen,male,asian
Finance/Batch_2/Elizabeth Lee,31948488,Elizabeth Lee,female,asian
Finance/Batch_2/Daniel Ramirez,24854026,Daniel Ramirez,male,hispanic
Finance/Batch_2/Jessica Hernandez,34250007,Jessica Hernandez,female,hispanic
Finance/Batch_2/Christopher Locklear,28396458,Christopher Locklear,male,native
Finance/Batch_2/Michelle Sandoval,22720697,Michelle Sandoval,female,native
