id,resume_id,name,gender,race
Banking/Batch_10/Matthew Baker,27120528,Matthew Baker,male,white
Banking/Batch_10/Emily Murray,15856762,Emily Murray,female,white
Banking/Batch_10/Leroy Williams,34185495,Leroy Williams,male,black
Banking/Batch_10/Latonya Jackson,18208580,Latonya Jackson,female,black
Banking/Batch_10/Michael Lee,29839396,Michael Lee,male,asian
Banking/Batch_10/Maria Wang,17276884,Maria Wang,female,asian
Banking/Batch_10/Jesus Martinez,39247950,Jesus Martinez,male,hispanic
Banking/Batch_10/Elizabeth Hernandez,36302399,Elizabeth Hernandez,female,hispanic
Banking/Batch_10/James Yazzie,12021752,James Yazzie,male,native
Banking/Batch_10/Jessica Yazzie,34953092,Jessica Yazzie,female,native
