id,resume_id,name,gender,race
Apparel/Batch_9/Brendan McCarthy,17714174,Brendan McCarthy,male,white
Apparel/Batch_9/Sarah Ryan,16391949,Sarah Ryan,female,white
Apparel/Batch_9/Tremayne Robinson,26691587,Tremayne Robinson,male,black
Apparel/Batch_9/Ebony Washington,27091280,Ebony Washington,female,black
Apparel/Batch_9/Michael Wang,99806115,Michael Wang,male,asian
Apparel/Batch_9/Amy Wang,13807808,Amy Wang,female,asian
Apparel/Batch_9/Jose Hernandez,29640922,Jose Hernandez,male,hispanic
Apparel/Batch_9/Maria Martinez,35121930,Maria Martinez,female,hispanic
Apparel/Batch_9/James Chee,13386301,James Chee,male,native
Apparel/Batch_9/Lisa Locklear,58208591,Lisa Locklear,female,native
