id,resume_id,name,gender,race
Banking/Batch_2/Jay Kelly,26579709,Jay Kelly,male,white
Banking/Batch_2/Anne Murray,21645690,Anne Murray,female,white
Banking/Batch_2/Hakim Washington,69243180,Hakim Washington,male,black
Banking/Batch_2/Keisha Jackson,2841992,Keisha Jackson,female,black
Banking/Batch_2/Kevin Le,45167858,Kevin Le,male,asian
Banking/Batch_2/Jennifer Tran,24580361,Jennifer Tran,female,asian
Banking/Batch_2/Jorge Garcia,13393401,Jorge Garcia,male,hispanic
Banking/Batch_2/Carmen Ramirez,71422121,Carmen Ramirez,female,hispanic
Banking/Batch_2/John Locklear,3547447,John Locklear,male,native
Banking/Batch_2/Mary Sandoval,22615491,Mary Sandoval,female,native
