id,resume_id,name,gender,race
Teacher/Batch_8/Geoffrey Ryan,23628651,Geoffrey Ryan,male,white
Teacher/Batch_8/Allison Murray,13855004,Allison Murray,female,white
Teacher/Batch_8/Kareem Jackson,45286020,Kareem Jackson,male,black
Teacher/Batch_8/Tamika Robinson,22408666,Tamika Robinson,female,black
Teacher/Batch_8/Daniel Lee,34465087,Daniel Lee,male,asian
Teacher/Batch_8/Elizabeth Chen,28013287,Elizabeth Chen,female,asian
Teacher/Batch_8/Miguel Lopez,63391085,Miguel Lopez,male,hispanic
Teacher/Batch_8/Jennifer Sanchez,38750659,Jennifer Sanchez,female,hispanic
Teacher/Batch_8/Richard Sandoval,12467531,Richard Sandoval,male,native
Teacher/Batch_8/Michelle Nez,24791126,Michelle Nez,female,native
