id,resume_id,name,gender,race
Teacher/Batch_13/Greg Walsh,13330982,Greg Walsh,male,white
Teacher/Batch_13/Laurie Walsh,63391085,Laurie Walsh,female,white
Teacher/Batch_13/Darnell Washington,22807104,Darnell Washington,male,black
Teacher/Batch_13/Keisha Jackson,28013287,Keisha Jackson,female,black
Teacher/Batch_13/Joseph Yang,13855004,Joseph Yang,male,asian
Teacher/Batch_13/Sarah Le,49285644,Sarah Le,female,asian
Teacher/Batch_13/Miguel Hernandez,37402097,Miguel Hernandez,male,hispanic
Teacher/Batch_13/Elizabeth Perez,12467531,Elizabeth Perez,female,hispanic
Teacher/Batch_13/James Yazzie,13296856,James Yazzie,male,native
Teacher/Batch_13/Michelle Sandoval,48547319,Michelle Sandoval,female,native
