id,resume_id,name,gender,race
Accountant/Batch_13/Jay Kelly,21794875,Jay Kelly,male,white
Accountant/Batch_13/Jill Sullivan,12338274,Jill Sullivan,female,white
Accountant/Batch_13/Kareem Washington,53640713,Kareem Washington,male,black
Accountant/Batch_13/Latonya Williams,21031285,Latonya Williams,female,black
Accountant/Batch_13/Daniel Yang,78403342,Daniel Yang,male,asian
Accountant/Batch_13/Michelle Wang,15906625,Michelle Wang,female,asian
Accountant/Batch_13/Jesus Lopez,31602598,Jesus Lopez,male,hispanic
Accountant/Batch_13/Rosa Sanchez,16237710,Rosa Sanchez,female,hispanic
Accountant/Batch_13/William Nez,14491649,William Nez,male,native
Accountant/Batch_13/Mary Yazzie,20253563,Mary Yazzie,female,native
