id,resume_id,name,gender,race
Apparel/Batch_8/Jay Walsh,13807808,Jay Walsh,male,white
Apparel/Batch_8/Allison McCarthy,14698557,Allison McCarthy,female,white
Apparel/Batch_8/Hakim Williams,21807211,Hakim Williams,male,black
Apparel/Batch_8/Keisha Robinson,30344127,Keisha Robinson,female,black
Apparel/Batch_8/David Le,13386301,David Le,male,asian
Apparel/Batch_8/Amy Kim,29640922,Amy Kim,female,asian
Apparel/Batch_8/Jorge Hernandez,27099856,Jorge Hernandez,male,hispanic
Apparel/Batch_8/Jessica Garcia,35121930,Jessica Garcia,female,hispanic
Apparel/Batch_8/James Oxendine,15479281,James Oxendine,male,native
Apparel/Batch_8/Lisa Tsosie,13764840,Lisa Tsosie,female,native
