id,resume_id,name,gender,race
Research_Assistant/Batch_2/Jay Murray,3,Jay Murray,male,white
Research_Assistant/Batch_2/Carrie McCarthy,45,Carrie McCarthy,female,white
Research_Assistant/Batch_2/Rasheed Jones,46,Rasheed Jones,male,black
Research_Assistant/Batch_2/Latonya Robinson,6,Latonya Robinson,female,black
Research_Assistant/Batch_2/John Le,43,John Le,male,asian
Research_Assistant/Batch_2/Sarah Kim,50,Sarah Kim,female,asian
Research_Assistant/Batch_2/Jorge Rodriguez,27,Jorge Rodriguez,male,hispanic
Research_Assistant/Batch_2/Jennifer Perez,35,Jennifer Perez,female,hispanic
Research_Assistant/Batch_2/William Sandoval,15,William Sandoval,male,native
Research_Assistant/Batch_2/Elizabeth Yazzie,42,Elizabeth Yazzie,female,native
