id,resume_id,name,gender,race
Finance/Batch_3/Brad Murphy,84356308,Brad Murphy,male,white
Finance/Batch_3/Carrie McCarthy,81677620,Carrie McCarthy,female,white
Finance/Batch_3/Tremayne Jackson,16426777,Tremayne Jackson,male,black
Finance/Batch_3/Keisha Jackson,26530575,Keisha Jackson,female,black
Finance/Batch_3/Jason Wang,25497147,Jason Wang,male,asian
Finance/Batch_3/Michelle Tran,27914096,Michelle Tran,female,asian
Finance/Batch_3/Jesus Sanchez,57088974,Jesus Sanchez,male,hispanic
Finance/Batch_3/Carmen Gonzalez,28398216,Carmen Gonzalez,female,hispanic
Finance/Batch_3/John Nez,70541112,John Nez,male,native
Finance/Batch_3/Linda Benally,28396458,Linda Benally,female,native
