id,resume_id,name,gender,race
Teacher/Batch_12/Jay O’Brien,22807104,Jay O’Brien,male,white
Teacher/Batch_12/Sarah Sullivan,48547319,Sarah Sullivan,female,white
Teacher/Batch_12/Rasheed Washington,36206485,Rasheed Washington,male,black
Teacher/Batch_12/Aisha Jackson,29267293,Aisha Jackson,female,black
Teacher/Batch_12/James Yang,34745915,James Yang,male,asian
Teacher/Batch_12/Grace Wang,22408666,Grace Wang,female,asian
Teacher/Batch_12/Luis Perez,13330982,Luis Perez,male,hispanic
Teacher/Batch_12/Jessica Garcia,45286020,Jessica Garcia,female,hispanic
Teacher/Batch_12/David Chee,62184086,David Chee,male,native
Teacher/Batch_12/Lisa Sandoval,23398843,Lisa Sandoval,female,native
