id,resume_id,name,gender,race
Accountant/Batch_0/Jay Sullivan,16237710,Jay Sullivan,male,white
Accountant/Batch_0/Carrie Ryan,30361788,Carrie Ryan,female,white
Accountant/Batch_0/Tyrone Jones,21338490,Tyrone Jones,male,black
Accountant/Batch_0/Kenya Jones,39115899,Kenya Jones,female,black
Accountant/Batch_0/Michael Yang,37997506,Michael Yang,male,asian
Accountant/Batch_0/Elizabeth Yang,25749150,Elizabeth Yang,female,asian
Accountant/Batch_0/Daniel Garcia,23513618,Daniel Garcia,male,hispanic
Accountant/Batch_0/Rosa Rodriguez,14224370,Rosa Rodriguez,female,hispanic
Accountant/Batch_0/Christopher Locklear,29456173,Christopher Locklear,male,native
Accountant/Batch_0/Michelle Yazzie,75286906,Michelle Yazzie,female,native
