id,resume_id,name,gender,race
Apparel/Batch_4/Brendan Walsh,58208591,Brendan Walsh,male,white
Apparel/Batch_4/Kristen Kelly,29521434,Kristen Kelly,female,white
Apparel/Batch_4/Tremayne Robinson,15535408,Tremayne Robinson,male,black
Apparel/Batch_4/Aisha Jackson,20905088,Aisha Jackson,female,black
Apparel/Batch_4/James Wang,16391949,James Wang,male,asian
Apparel/Batch_4/Sarah Nguyen,91533580,Sarah Nguyen,female,asian
Apparel/Batch_4/David Hernandez,21807211,David Hernandez,male,hispanic
Apparel/Batch_4/Jessica Perez,28998957,Jessica Perez,female,hispanic
Apparel/Batch_4/Robert Yazzie,11677077,Robert Yazzie,male,native
Apparel/Batch_4/Ashley Tsosie,16915389,Ashley Tsosie,female,native
