id,resume_id,name,gender,race
Research_Assistant/Batch_0/Todd Ryan,25,Todd Ryan,male,white
Research_Assistant/Batch_0/Carrie Murphy,6,Carrie Murphy,female,white
Research_Assistant/Batch_0/Tremayne Williams,18,Tremayne Williams,male,black
Research_Assistant/Batch_0/Kenya Williams,19,Kenya Williams,female,black
Research_Assistant/Batch_0/Daniel Le,32,Daniel Le,male,asian
Research_Assistant/Batch_0/Maria Tran,14,Maria Tran,female,asian
Research_Assistant/Batch_0/Juan Lopez,17,Juan Lopez,male,hispanic
Research_Assistant/Batch_0/Rosa Ramirez,46,Rosa Ramirez,female,hispanic
Research_Assistant/Batch_0/John Nez,27,John Nez,male,native
Research_Assistant/Batch_0/Ashley Benally,38,Ashley Benally,female,native
