id,resume_id,name,gender,race
Apparel/Batch_2/Neil Kelly,12668625,Neil Kelly,male,white
Apparel/Batch_2/Laurie Murray,26691587,Laurie Murray,female,white
Apparel/Batch_2/Kareem Jones,14413257,Kareem Jones,male,black
Apparel/Batch_2/Kenya Jones,99806115,Kenya Jones,female,black
Apparel/Batch_2/Joseph Lee,11409460,Joseph Lee,male,asian
Apparel/Batch_2/Michelle Tran,72807293,Michelle Tran,female,asian
Apparel/Batch_2/Jorge Garcia,46514339,Jorge Garcia,male,hispanic
Apparel/Batch_2/Ana Rodriguez,27549075,Ana Rodriguez,female,hispanic
Apparel/Batch_2/William Locklear,11232471,William Locklear,male,native
Apparel/Batch_2/Mary Oxendine,19070271,Mary Oxendine,female,native
